ann_no,category,recruitment_status,title,provider,business_type_code,business_type_name,recruit_status_code,recruit_status_name,recruit_type_code,recruit_type_name,apply_period,apply_start,apply_end,selection_announcement,dday,recruit_count,occupation_code,occupation_name,work_condition_code,work_condition_name,career_code,career_name,fee_amount,fee_text,education_start,education_end,education_location,pre_edu_yn,lecturer,term,register_count,waiting_personnel,application_url,source_url,crawled_at
73035008,50플러스센터교육,모집중,[여가] 왕초보 인스타그램 클래스 : 기초 A to Z,서초센터,CENTER_EDUCATION,50플러스센터교육,OPEN,모집중,LECTURE,교육회원,2026-05-20~2026-06-03,2026-05-20,2026-06-03,,7,12,69871996,인생설계,CHARGED,유료,,,20000,20000원,2026-06-04,2026-06-25,서초센터,,박수빈,2026년 서초 1학기,9,5,https://www.50plus.or.kr/education-detail.do?id=73035008&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=73035008&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:07
72993984,50플러스센터교육,모집중,[관계] e그림 커뮤니티와 함께하는 '디지털 드로잉으로 기록하는 그림일기 만들기',서초센터,CENTER_EDUCATION,50플러스센터교육,OPEN,모집중,LECTURE,교육회원,2026-05-20~2026-05-29,2026-05-20,2026-05-29,,2,15,69871996,인생설계,CHARGED,유료,,,20000,20000원,2026-06-01,2026-06-22,서초센터,,김미정,2026년 서초 1학기,5,5,https://www.50plus.or.kr/education-detail.do?id=72993984&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=72993984&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:07
72993166,50플러스센터교육,모집중,[여가] 파워 티쳐스 커뮤니티와 함께하는 왕초보도 한 곡 완성! '감성 칼림바 클래스',서초센터,CENTER_EDUCATION,50플러스센터교육,OPEN,모집중,LECTURE,교육회원,2026-05-20~2026-06-04,2026-05-20,2026-06-04,,8,10,69871996,인생설계,CHARGED,유료,,,20000,20000원,2026-06-05,2026-06-26,서초센터,,윤수진,2026년 서초 1학기,2,5,https://www.50plus.or.kr/education-detail.do?id=72993166&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=72993166&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:07
72989657,50플러스센터교육,모집중,[관계] (양성평등기금사업) 동그램 커뮤니티와 함께하는 '굿즈 제작 전문가 과정',서초센터,CENTER_EDUCATION,50플러스센터교육,OPEN,모집중,LECTURE,교육회원,2026-05-20~2026-06-08,2026-05-20,2026-06-08,,12,15,69871996,인생설계,FREE_CONFIRM,무료,,,0,0원,2026-06-09,2026-07-28,서초센터,,"이수진, 박현이, 송지은, 박소영",2026년 서초 1학기,4,5,https://www.50plus.or.kr/education-detail.do?id=72989657&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=72989657&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:07
73046266,50플러스센터교육,모집중,[여가] 오늘의 PICK! : 박물관에서 취향찾기,서초센터,CENTER_EDUCATION,50플러스센터교육,OPEN,모집중,LECTURE,교육회원,2026-05-20~2026-06-03,2026-05-20,2026-06-03,,7,10,69871996,인생설계,CHARGED,유료,,,20000,20000원,2026-06-04,2026-06-25,서초센터,,박희주,2026년 서초 1학기,4,5,https://www.50plus.or.kr/education-detail.do?id=73046266&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=73046266&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:07
73044287,50플러스센터교육,모집중,[AI아카데미] 실무 역량 UP! AI 활용 엑셀 초보 탈출,서초센터,CENTER_EDUCATION,50플러스센터교육,OPEN,모집중,LECTURE,교육회원,2026-05-20~2026-06-17,2026-05-20,2026-06-17,,21,13,69871996,인생설계,CHARGED,유료,,,30000,30000원,2026-06-18,2026-07-23,서초센터,,윤두수,2026년 서초 1학기,4,5,https://www.50plus.or.kr/education-detail.do?id=73044287&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=73044287&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:07
73037311,50플러스센터교육,모집중,"[여가] 시와 그림으로 그리는 한국의 멋, 모란 문인화 기초",서초센터,CENTER_EDUCATION,50플러스센터교육,OPEN,모집중,LECTURE,교육회원,2026-05-20~2026-06-12,2026-05-20,2026-06-12,,16,10,69871996,인생설계,CHARGED,유료,,,40000,40000원,2026-06-13,2026-07-04,서초센터,,백수경,2026년 서초 1학기,2,5,https://www.50plus.or.kr/education-detail.do?id=73037311&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=73037311&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:07
73036567,50플러스센터교육,모집중,[여가] 초보도 가능! 나만의 유튜브 숏츠 영상 만들기,서초센터,CENTER_EDUCATION,50플러스센터교육,OPEN,모집중,LECTURE,교육회원,2026-05-20~2026-06-10,2026-05-20,2026-06-10,,14,15,69871996,인생설계,CHARGED,유료,,,20000,20000원,2026-06-11,2026-07-02,서초센터,,변미희,2026년 서초 1학기,7,5,https://www.50plus.or.kr/education-detail.do?id=73036567&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=73036567&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:07
73036279,50플러스센터교육,모집중,[여가] 목요일 밤 만나는 브릴란떼 성악교실,서초센터,CENTER_EDUCATION,50플러스센터교육,OPEN,모집중,LECTURE,교육회원,2026-05-20~2026-06-10,2026-05-20,2026-06-10,,14,15,69871996,인생설계,CHARGED,유료,,,20000,20000원,2026-06-11,2026-07-02,서초센터,,이영혜,2026년 서초 1학기,5,5,https://www.50plus.or.kr/education-detail.do?id=73036279&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=73036279&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:07
73035167,50플러스센터교육,모집중,[창업초보자학교] 창업 전에 반드시 알아야 할 '창업사기 예방' 가이드,서초센터,CENTER_EDUCATION,50플러스센터교육,OPEN,모집중,LECTURE,교육회원,2026-05-20~2026-06-08,2026-05-20,2026-06-08,,12,15,69872021,일활동지원사업,CHARGED,유료,,,20000,20000원,2026-06-09,2026-06-30,서초센터,,엄정호,2026년 서초 1학기,4,5,https://www.50plus.or.kr/education-detail.do?id=73035167&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=73035167&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:07
72989082,50플러스센터교육,모집중,"[관계] 연극으로 다시 찾는 카타르시스, '스트레스 날리는 공감 연극'",서초센터,CENTER_EDUCATION,50플러스센터교육,OPEN,모집중,LECTURE,교육회원,2026-05-20~2026-06-09,2026-05-20,2026-06-09,,13,15,69871996,인생설계,CHARGED,유료,,,20000,20000원,2026-06-10,2026-07-01,서초센터,,전윤수,2026년 서초 1학기,2,5,https://www.50plus.or.kr/education-detail.do?id=72989082&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=72989082&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:07
72959467,50플러스센터교육,모집중,[창업초보자학교] 한번에 정리하는 핵심 가이드 '노인장기요양기관 창업 A to Z',서초센터,CENTER_EDUCATION,50플러스센터교육,OPEN,모집중,LECTURE,교육회원,2026-05-20~2026-06-11,2026-05-20,2026-06-11,,15,15,69872021,일활동지원사업,CHARGED,유료,,,25000,25000원,2026-06-12,2026-07-10,서초센터,,이익선,2026년 서초 1학기,2,5,https://www.50plus.or.kr/education-detail.do?id=72959467&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=72959467&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:07
73038282,50플러스센터교육,모집중,"[여가] 놀이로 배우는 가족 소통, 보드게임 클래스",서초센터,CENTER_EDUCATION,50플러스센터교육,OPEN,모집중,LECTURE,교육회원,2026-05-20~2026-06-19,2026-05-20,2026-06-19,,23,10,69871996,인생설계,CHARGED,유료,,,10000,10000원,2026-06-20,2026-06-27,서초센터,,권선희,2026년 서초 1학기,2,5,https://www.50plus.or.kr/education-detail.do?id=73038282&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=73038282&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:07
73037954,50플러스센터교육,모집중,[여가] 명화로 찾아가는 세계미술관 : 프랑스&미국편,서초센터,CENTER_EDUCATION,50플러스센터교육,OPEN,모집중,LECTURE,교육회원,2026-05-20~2026-06-18,2026-05-20,2026-06-18,,22,15,69871996,인생설계,CHARGED,유료,,,30000,30000원,2026-06-19,2026-07-24,서초센터,,최금희,2026년 서초 1학기,3,5,https://www.50plus.or.kr/education-detail.do?id=73037954&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=73037954&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:07
72987719,50플러스센터교육,모집중,"[건강] 국민연금공단과 함께하는 건강 지키기 1편 - '내 몸의 생명도로, 혈관'",서초센터,CENTER_EDUCATION,50플러스센터교육,OPEN,모집중,LECTURE,교육회원,2026-05-20~2026-06-22,2026-05-20,2026-06-22,,26,20,69871996,인생설계,FREE,무료,,,0,0원,2026-06-23,2026-06-23,서초센터,,한상희,2026년 서초 1학기,8,5,https://www.50plus.or.kr/education-detail.do?id=72987719&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=72987719&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:07
72987205,50플러스센터교육,모집중,"[관계] 명화로 만나는 삶의 이야기, '관계 속에서 나를 지키며 살아간 여성 화가들' (온라인)",서초센터,CENTER_EDUCATION,50플러스센터교육,OPEN,모집중,LECTURE,교육회원,2026-05-20~2026-06-28,2026-05-20,2026-06-28,,32,50,69871996,인생설계,FREE,무료,,,0,0원,2026-06-29,2026-07-06,서초센터,,유승연,2026년 서초 1학기,27,5,https://www.50plus.or.kr/education-detail.do?id=72987205&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=72987205&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:07
72986305,50플러스센터교육,모집중,[건강] 안과의사가 알려주는 눈 건강 지키는 법! '당뇨와 눈 건강' (온라인),서초센터,CENTER_EDUCATION,50플러스센터교육,OPEN,모집중,LECTURE,교육회원,2026-05-20~2026-06-29,2026-05-20,2026-06-29,,33,50,69871996,인생설계,FREE,무료,,,0,0원,2026-06-30,2026-06-30,서초센터,,하성우,2026년 서초 1학기,16,5,https://www.50plus.or.kr/education-detail.do?id=72986305&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=72986305&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:07
72985741,50플러스센터교육,모집중,[건강] 안과의사가 알려주는 눈 건강 지키는 법! '당뇨와 눈 건강' (오프라인),서초센터,CENTER_EDUCATION,50플러스센터교육,WAITING,모집중,LECTURE,교육회원,2026-05-20~2026-06-29,2026-05-20,2026-06-29,,33,15,69871996,인생설계,CHARGED,무료,,,0,0원,2026-06-30,2026-06-30,서초센터,,하성우,2026년 서초 1학기,6,15,https://www.50plus.or.kr/education-detail.do?id=72985741&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=72985741&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:07
73045966,50플러스센터교육,모집중,[재무] 법률구조공단과 함께하는 '주택임대차와 전세사기 피해예방' (오프라인),서초센터,CENTER_EDUCATION,50플러스센터교육,OPEN,모집중,LECTURE,교육회원,2026-05-20~2026-06-29,2026-05-20,2026-06-29,,33,15,69871996,인생설계,FREE,무료,,,0,0원,2026-06-30,2026-06-30,서초센터,,윤명철,2026년 서초 1학기,4,10,https://www.50plus.or.kr/education-detail.do?id=73045966&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=73045966&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:07
73045565,50플러스센터교육,모집중,[재무] 법률구조공단과 함께하는 '주택임대차와 전세사기 피해예방' (온라인),서초센터,CENTER_EDUCATION,50플러스센터교육,OPEN,모집중,LECTURE,교육회원,2026-05-20~2026-06-29,2026-05-20,2026-06-29,,33,15,69871996,인생설계,FREE,무료,,,0,0원,2026-06-30,2026-06-30,서초센터,,윤명철,2026년 서초 1학기,10,5,https://www.50plus.or.kr/education-detail.do?id=73045565&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=73045565&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:07
73044627,50플러스센터교육,모집중,"[재무] 목돈 만드는 법, 쉽게 시작하기",서초센터,CENTER_EDUCATION,50플러스센터교육,OPEN,모집중,LECTURE,교육회원,2026-05-20~2026-06-26,2026-05-20,2026-06-26,,30,30,69871996,인생설계,FREE,무료,,,0,0원,2026-06-26,2026-07-17,서초센터,,신동익,2026년 서초 1학기,16,30,https://www.50plus.or.kr/education-detail.do?id=73044627&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=73044627&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:08
73041417,50플러스센터교육,모집중,[여가] 잠원여성가족플라자와 함께하는 숏폼제작 워크숍  : 나의 일상 숏폼 에세이,서초센터,CENTER_EDUCATION,50플러스센터교육,WAITING,모집중,LECTURE,교육회원,2026-05-20~2026-06-23,2026-05-20,2026-06-23,,27,13,69871996,인생설계,FREE,무료,,,0,0원,2026-06-24,2026-06-24,서초센터,,"이숙경,김혜정",2026년 서초 1학기,13,5,https://www.50plus.or.kr/education-detail.do?id=73041417&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=73041417&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:08
73061874,50플러스센터교육,모집중,"[유관기관협력] 중년기 부부교실 : 다시,인생 부부愛 행복 (부부관계점검부터 집수리, 그리고 재무교육까지)",강북센터,CENTER_EDUCATION,50플러스센터교육,OPEN,모집중,LECTURE,교육회원,2026-05-20~2026-06-18,2026-05-20,2026-06-18,,22,20,71125557,유관기관협력,FREE_CONFIRM,무료,,,0,0원,2026-06-19,2026-07-10,강북센터,,"강북구가족센터, 강북50플러스센터",2026년 강북 1학기,1,8,https://www.50plus.or.kr/education-detail.do?id=73061874&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=73061874&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:08
72228008,50플러스센터교육,모집중,[중장년도전지원] 프로 이모티콘 크리에이터 되어보기 (강북구민 특화),강북센터,CENTER_EDUCATION,50플러스센터교육,OPEN,모집중,LECTURE,교육회원,2026-05-18~2026-06-05,2026-05-18,2026-06-05,,9,16,69070446,중장년도전지원,CHARGED_CONFIRM,유료,,,30000,30000원,2026-06-08,2026-06-29,강북센터,,이광욱,2026년 강북 1학기,13,8,https://www.50plus.or.kr/education-detail.do?id=72228008&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=72228008&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:08
72226137,50플러스센터교육,모집중,[인생설계] 명화로 이해하는 서양 인문학 : 르네상스부터 인상주의까지,강북센터,CENTER_EDUCATION,50플러스센터교육,WAITING,모집중,LECTURE,교육회원,2026-05-18~2026-06-15,2026-05-18,2026-06-15,,19,25,69068868,인생설계,CHARGED_CONFIRM,유료,,,20000,20000원,2026-06-16,2026-07-14,강북센터,,유승연,2026년 강북 1학기,24,10,https://www.50plus.or.kr/education-detail.do?id=72226137&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=72226137&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:08
73208082,50플러스센터교육,모집중,[인생디자인] 디자인씽킹(Design Thinking) 활용 바이브코딩 2기 합격자 결제 신청 주소,성북센터,CENTER_EDUCATION,50플러스센터교육,OPEN,모집중,LECTURE,교육회원,2026-05-26~2026-05-29,2026-05-26,2026-05-29,,2,15,69701845,인생설계 교육사업,CHARGED_CONFIRM,유료,,,5000,5000원,2026-06-01,2026-06-01,성북센터,,김석현,2026년 성북 여름학기 (6~7월),11,0,https://www.50plus.or.kr/education-detail.do?id=73208082&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=73208082&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:08
73181330,50플러스센터교육,모집중,<2기> 중장년 1인 가구 '나와 우리들의 행복한 밥상' [평일 주간반],관악센터,CENTER_EDUCATION,50플러스센터교육,OPEN,모집중,LECTURE,교육회원,2026-05-26~2026-06-02,2026-05-26,2026-06-02,,6,8,73138862,공모사업,FREE_CONFIRM,무료,,,0,0원,2026-06-09,2026-06-30,관악센터,,장덕아,2026년 관악 2학기,0,8,https://www.50plus.or.kr/education-detail.do?id=73181330&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=73181330&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:08
73105599,50플러스센터교육,모집중,[창업] 세븐일레븐_편의점 창업의 이해 및 프랜차이즈 AtoZ,용산센터,CENTER_EDUCATION,50플러스센터교육,OPEN,모집중,LECTURE,교육회원,2026-05-26~2026-06-24,2026-05-26,2026-06-24,,28,30,72751743,일활동지원,FREE_CONFIRM,무료,,,0,0원,2026-06-25,2026-06-25,용산센터,,김민우,2026년 용산 2분기(6월~8월),0,10,https://www.50plus.or.kr/education-detail.do?id=73105599&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=73105599&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:08
73087815,50플러스센터교육,모집중,[창업] CU_프랜차이즈 A to Z 편의점 창업에 대한 이해,용산센터,CENTER_EDUCATION,50플러스센터교육,OPEN,모집중,LECTURE,교육회원,2026-05-26~2026-06-17,2026-05-26,2026-06-17,,21,30,72751743,일활동지원,FREE_CONFIRM,무료,,,0,0원,2026-06-18,2026-06-18,용산센터,,이동성,2026년 용산 2분기(6월~8월),1,10,https://www.50plus.or.kr/education-detail.do?id=73087815&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=73087815&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:08
73047307,50플러스센터교육,모집중,[재무] 토스뱅크X경찰청과 함께하는 금융사기 예방 실전,용산센터,CENTER_EDUCATION,50플러스센터교육,OPEN,모집중,LECTURE,교육회원,2026-05-26~2026-06-08,2026-05-26,2026-06-08,,12,20,72751741,인생설계,FREE_CONFIRM,무료,,,0,0원,2026-06-09,2026-06-30,용산센터,,경찰청 소속 퇴직경찰관,2026년 용산 2분기(6월~8월),1,10,https://www.50plus.or.kr/education-detail.do?id=73047307&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=73047307&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:08
73039657,50플러스센터교육,모집중,[양성과정] 토퍼 공예 셀러 양성 과정,용산센터,CENTER_EDUCATION,50플러스센터교육,OPEN,모집중,LECTURE,교육회원,2026-05-26~2026-07-24,2026-05-26,2026-07-24,,58,15,72751743,일활동지원,CHARGED_CONFIRM,유료,,,40000,40000원,2026-07-25,2026-08-29,용산센터,,고문경,2026년 용산 2분기(6월~8월),1,10,https://www.50plus.or.kr/education-detail.do?id=73039657&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=73039657&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:08
73038726,50플러스센터교육,모집중,[양성과정] 니팅 공예 셀러 양성과정,용산센터,CENTER_EDUCATION,50플러스센터교육,OPEN,모집중,LECTURE,교육회원,2026-05-26~2026-06-12,2026-05-26,2026-06-12,,16,15,72751743,일활동지원,CHARGED_CONFIRM,유료,,,40000,40000원,2026-06-13,2026-07-18,용산센터,,임안나,2026년 용산 2분기(6월~8월),0,10,https://www.50plus.or.kr/education-detail.do?id=73038726&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=73038726&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:08
73034017,50플러스센터교육,모집중,[양성과정] 로컬 여행 큐레이터 양성과정,용산센터,CENTER_EDUCATION,50플러스센터교육,OPEN,모집중,LECTURE,교육회원,2026-05-26~2026-06-15,2026-05-26,2026-06-15,,19,12,72751743,일활동지원,CHARGED_CONFIRM,유료,,,40000,40000원,2026-06-16,2026-08-04,용산센터,,문정순,2026년 용산 2분기(6월~8월),3,10,https://www.50plus.or.kr/education-detail.do?id=73034017&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=73034017&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:08
73032500,50플러스센터교육,모집중,[양성과정] 스마트 홈 수리 양성과정,용산센터,CENTER_EDUCATION,50플러스센터교육,OPEN,모집중,LECTURE,교육회원,2026-05-26~2026-06-25,2026-05-26,2026-06-25,,29,20,72751743,일활동지원,CHARGED_CONFIRM,유료,,,40000,40000원,2026-06-26,2026-08-07,용산센터,,양진영,2026년 용산 2분기(6월~8월),3,10,https://www.50plus.or.kr/education-detail.do?id=73032500&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=73032500&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:08
73030842,50플러스센터교육,모집중,[창업] 이모티콘 만들기 창업지원 과정,용산센터,CENTER_EDUCATION,50플러스센터교육,OPEN,모집중,LECTURE,교육회원,2026-05-26~2026-06-16,2026-05-26,2026-06-16,,20,20,72751743,일활동지원,CHARGED_CONFIRM,유료,,,40000,40000원,2026-06-17,2026-08-05,용산센터,,이광욱,2026년 용산 2분기(6월~8월),0,10,https://www.50plus.or.kr/education-detail.do?id=73030842&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=73030842&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:08
73028072,50플러스센터교육,모집중,[양성과정] 중장년을 위한 나만의 전문분야 강사양성,용산센터,CENTER_EDUCATION,50플러스센터교육,OPEN,모집중,LECTURE,교육회원,2026-05-26~2026-06-18,2026-05-26,2026-06-18,,22,20,72751743,일활동지원,CHARGED_CONFIRM,유료,,,100000,100000원,2026-06-19,2026-08-28,용산센터,,김서은,2026년 용산 2분기(6월~8월),0,10,https://www.50plus.or.kr/education-detail.do?id=73028072&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=73028072&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:08
73024693,50플러스센터교육,모집중,"[양성과정] 함께 쓰니 두렵지 않은, 생애 첫 공동 출판",용산센터,CENTER_EDUCATION,50플러스센터교육,OPEN,모집중,LECTURE,교육회원,2026-05-26~2026-06-16,2026-05-26,2026-06-16,,20,12,72751743,일활동지원,CHARGED_CONFIRM,유료,,,100000,100000원,2026-06-17,2026-08-26,용산센터,,박종국,2026년 용산 2분기(6월~8월),1,10,https://www.50plus.or.kr/education-detail.do?id=73024693&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=73024693&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:08
73021487,50플러스센터교육,모집중,[양성과정] 비건요리 강사 양성과정 (우리집이 최고의 병원입니다),용산센터,CENTER_EDUCATION,50플러스센터교육,OPEN,모집중,LECTURE,교육회원,2026-05-26~2026-06-11,2026-05-26,2026-06-11,,15,16,72751743,일활동지원,CHARGED_CONFIRM,유료,,,100000,100000원,2026-06-12,2026-08-28,용산센터,,강성미,2026년 용산 2분기(6월~8월),5,10,https://www.50plus.or.kr/education-detail.do?id=73021487&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=73021487&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:08
73018539,50플러스센터교육,모집중,[창업]  카페 디저트 창업 & 제빵 실무,용산센터,CENTER_EDUCATION,50플러스센터교육,OPEN,모집중,LECTURE,교육회원,2026-05-26~2026-07-05,2026-05-26,2026-07-05,,39,15,72751743,일활동지원,CHARGED_CONFIRM,유료,,,40000,40000원,2026-07-06,2026-08-31,용산센터,,오은경,2026년 용산 2분기(6월~8월),4,10,https://www.50plus.or.kr/education-detail.do?id=73018539&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=73018539&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:08
73016287,50플러스센터교육,모집중,[베테랑] 카페 바리스타 양성과정 (바리스타 자격증부터 카페 창업까지),용산센터,CENTER_EDUCATION,50플러스센터교육,OPEN,모집중,LECTURE,교육회원,2026-05-26~2026-06-18,2026-05-26,2026-06-18,,22,12,72751743,일활동지원,CHARGED_CONFIRM,유료,,,100000,100000원,2026-06-19,2026-08-28,용산센터,,최정현,2026년 용산 2분기(6월~8월),1,10,https://www.50plus.or.kr/education-detail.do?id=73016287&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=73016287&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:08
73014221,50플러스센터교육,모집중,[창업] 펫푸드 수제공방 & 펫푸드샵 창업과정,용산센터,CENTER_EDUCATION,50플러스센터교육,OPEN,모집중,LECTURE,교육회원,2026-05-26~2026-06-24,2026-05-26,2026-06-24,,28,15,72751743,일활동지원,CHARGED_CONFIRM,유료,,,40000,40000원,2026-06-25,2026-08-13,용산센터,,문유진,2026년 용산 2분기(6월~8월),0,10,https://www.50plus.or.kr/education-detail.do?id=73014221&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=73014221&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:08
73012548,50플러스센터교육,모집중,[창업] SNS 인스타 공구 인플루언서 실전 입문,용산센터,CENTER_EDUCATION,50플러스센터교육,OPEN,모집중,LECTURE,교육회원,2026-05-26~2027-06-29,2026-05-26,2027-06-29,,398,20,72751743,일활동지원,CHARGED_CONFIRM,유료,,,40000,40000원,2026-06-30,2026-08-18,용산센터,,권소영,2026년 용산 2분기(6월~8월),1,10,https://www.50plus.or.kr/education-detail.do?id=73012548&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=73012548&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:08
73009399,50플러스센터교육,모집중,[AI·디지털] 유튜브 크리에이터 전문지도사 양성과정,용산센터,CENTER_EDUCATION,50플러스센터교육,OPEN,모집중,LECTURE,교육회원,2026-05-26~2026-06-15,2026-05-26,2026-06-15,,19,20,72751743,일활동지원,CHARGED_CONFIRM,유료,,,40000,40000원,2026-06-16,2026-08-04,용산센터,,최광백,2026년 용산 2분기(6월~8월),3,10,https://www.50plus.or.kr/education-detail.do?id=73009399&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=73009399&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:08
73007518,50플러스센터교육,모집중,"[AI·디지털] 요즘 콘텐츠, AI활용 숏폼 만들기",용산센터,CENTER_EDUCATION,50플러스센터교육,OPEN,모집중,LECTURE,교육회원,2026-05-26~2026-06-18,2026-05-26,2026-06-18,,22,20,72751743,일활동지원,CHARGED_CONFIRM,유료,,,40000,40000원,2026-06-19,2026-07-31,용산센터,,이연석,2026년 용산 2분기(6월~8월),2,10,https://www.50plus.or.kr/education-detail.do?id=73007518&viewCount=12&educationKind=centerEducation,https://www.50plus.or.kr/education-detail.do?id=73007518&viewCount=12&educationKind=centerEducation,2026-05-27T15:11:08
